zxc99**|처음엔 저렴해서 질이 안좋을 거라고 생각했는데 빨아도 목도 안늘어나고 가성비 좋습니당 ㅎㅎㅎㅎ
jhmj02**|롱스커트 길이 진짜 너무 맘에 드는 것 ㅠㅠㅠㅠㅠ 짱 좋아요 ㅠㅠㅠㅠㅠ 입어도 하나도 안 불편하고 좋아요 ㅠㅠㅠㅠㅠ 짱쩡
jhmj02**|원피스나 치마 입을 때 신으려고 시켜봣는데 생각보다 괜찮아요 다들 무난하게 신고 싶으시면 사세요...! ㅎㅅㅎ
jhmj02**|길이도 원하던 길이라 좋았는데 짱짱한 게 너무 애매해서 ㅠㅠㅠㅠ 그것만 빼면 가격 대비 괜찮았어요!!!
jhmj02**|진짜 넘무넘무 예뻐요 원래도 검정색 반팔 엄청 좋아하는데 진짜 만족스러워요... 가격 대비 짱ㅇ짱
jhmj02**|164 정도가 제 키인데 ㅠㅠㅠㅠ 맨날 긴 원피스 시켜도 원하는 길이가 아니라 좀 속상했는데 이건 길이도 딱 좋고 너무 예뻐요 ㅠㅠㅠ
jhmj02**|여러 후기들 보고 고민하다가 샀는데 역시 사길 잘했어요 ㅎㅅㅎ 넘나 청순청순... 속에 나시가 좀 짧지만 ㅠㅠ
jhmj02**|밀크티 색상 넘나 예쁜 것... 핏 적당하게 크게 입는 거 좋아하는데 진짜 딱 젛아요 원피스랑 입어도 넘나 예버요
jhmj02**|가격 ㄷㅐ비 너무 괜찮아요 다들 꼭 사세요 ㅠㅠ 어정쩡한 베이지면 어떡하지 이런 걱정도 많이 했는데 색도 너무 예쁘고 ㅠㅠㅠㅠㅠ 다들 꼭 사세요... 무난하게 입기 너무 좋아요
kh051**|일자바지가 필요해서 샀는데 핏도 일자로 되어있어 예쁘고 검은색바지라 위에 아무거나 입어도 괜찮아서 좋았어요ㅎㅎ근데 단점은 제가 키가 큰게 아니라서 그런지 다른바지에 비해 길이가 길었어요ㅠ그거빼고는 완벽했어요ㅎㅎ
jhmj02**|교복 안에 입기도 좋고 실물이 훨씬 더 예뻐요 ㅠㅠㅠㅠ 꼭 사세요 다들 후회 안 해요... 이 가격에 이 퀄리티면... 당연히 쟁여야만 하는... ㅠㅅㅠ 보라색 글씨 포인트로 쫀예 ❤️
qlwb13**|진짜 정말이뻐요 배송도 하루만에오고 입고예정이면 늦었을거같은데 입고되기 전날입금하고 그다다음날바로왔어요 ! 키가 156인데 길이도 딱이쁘고 여리여리해보여요 . 사진이랑똑같아요
eun02**|배송도 빠르고 자켓도 진짜 예뻐요!! 가격대비 품질 넘좋아요ㅠㅠㅠ 봄가을에 입기 딱이구 두껍지 않고 시원해서 부둘뷰들하구요!!! 안에 티셔츠랑 입으면 딱 어울려요 ㅎㅎㅎ 추천합니다~~!!!
qlwb13**|원래 s~m입어서 m시켰는데 딱맞아요! 허벅지가 통통한대 그냥딱m이예요바지는진짜이뻐요 스판이별로없어서 좀아쉽긴해요 추천!
qlwb13**|가방사이즈도 딱이쁘고 리본도이뻐요 실물갑!!강추예요!!원피스에도 잘어울리고 여성여성해요!!고민안하셔도될듯
147045160**|다리 라인 예쁘게 잡아주고 꽉 끼지않고 편안해서 너무 좋습니다ㅜㅜ 블랙진은 많아서 흰스키니 장만하려고 골랐는데 최고의 선택이었어요!!:)
hds100**|아주 아주 대만족 입니당 블라우스 재질 특성상확 잡아 당기면 찢어질 거 같지만 속치마도 너무 잘되어있고 박음질 상태도 굿! 소매부분이 겉옷 입었을 때 살짝 나오면 너무 예뻐요! 그리고 제가 작은 편이라 조금 더 롱한데 그래서 더 여리해보이고 부해보이지 않아요! 딱 떨어지는 것도 예쁩니다! 길지만 짧아보이지 않아서 좋아요! 저렴해서 그냥 샀는데 정말 잘입을 거 같아요! 꽃 무늬도 너무 밝지 않아 튀지 않고 따로노는 느낌없이 조화롭습니다!  후기 잘 안남기는데 정말 예뻐서! 가격 생각하면 더더욱 굿이구욥 구매하세욥
147045160**|진짜 제가 산 가디건 중에 제일 좋았어요!!! 타이트하지도 않고 그렇다고 너무 크지도 않고 적당히 루즈한 핏이라 딱 맘에 듭니다ㅎㅎ
flowersoy**|사이즈도 딱 적탕하고 이뻐요 자주 입을거 같아요~!~!구김도 별로없고 리본도 이뻐요 사시면 후회안할듯
zeze09**|연청 바지 비슷한거 있어서 중청색으로 샀는데 무난하네요 다리가 살짝 휘었는데 일자바지치고는 좀 부각되는것 같기도.. 봄가을에 입기 좋은 두께같아요
zeze09**|엄청 얇고 하늘거리고 비침있어요 초여름까지 입을 수 있을 듯? 실밥정리 제가 좀 했어요 여성스러워보입니다
zeze09**|베이지색 보이는 그대로고요 뒷밴딩 있어서 허리가 편하고 안에 바지도 있어서 좀 짧아도 덜 신경쓰일거 같아요 ㅋ
lmy07**|진짜 이쁩니다!! 어떤옷에 입든 다 잘어울리고요 어깨끈?이 있어서 편하기도 합니다 제가 찾던 가방이었어요
tjxowl**|남방이라 구김이 잘 가지만. 마구 구김이 있진 않아요.흰색이라 어디든 잘 어울립니다.목 부분 주름이 있어서러블리한 느낌이 있어서 흔하지 않아 좋아요
tjxowl**|안에다가 입고 가디건 입으니 딱 좋은것 같아요.제가 약간 통통해서 움직일때 살짝 벌어질수 있으니안에 나시를 입어야 할것 같습니당.
lmy07**|저한테는 컸어요...,그런데 많이 껴입고 입으면 그나마 괜찮아요...ㅎ근데 색이랑 모양?은 이뻐요
724290678**|비침도 없고 포인트 리본에 몸매가 많이 드러나지 않아서 너무 좋아요❤️딱 하나 아쉬운 건 벗는 게 힘들다는 거!ㅠㅠ 리본을 풀어도 목 부분이 좁아서 겨우겨우 벗어야 해요
alswjd69**|진짜 이뻐여 ㅜ ㅜ사세요
ehflehf**|체크무늬 완전 괜찮고 색도 괜찮아요 아무데나 가볍게 입을 수 있을 것 같아서 샀어요 만족해요.
ehflehf**|체크 남방이라 무난하게 어디든 잘 맞춰서 입을 수 있어서 좋아요. 흰 반팔티 입고 걸쳐도 좋고 그냥 입어도 좋아요
yyj**|팔통이 크다는 후기보고 일부러 샀습니다~~팔통커서 이쁜거같아용 ㅎㅎ 좀 소매단 마감처리가 미흡하지만 가격대비 괜찮아용ㅎㅎ 귀여운느낌으로 바지에도 잘어울리더라구요❤
yyj**|완전 대박!!♡ 항상 신축성 없는 치마만 입다가 허리밴딩 처음입어보는데 완전 편하고 좋아요 굿굿❤ 밴딩인데 허술한느낌 전혀없고 고퀄인듯해요❤
yyj**|너무 편하고 이쁘네요 가격대비 짱짱!! 캐주얼한 옷에 다 어울리는것 같아요 사이즈도 잘맞고 너무 이뻐용❤❤
734157051**|쫀쫀하고 부드러운 양말이라 신기 좋습니다. 잘 늘어나지도 않구요. 흰 양말은 자주자주 바꿔줘야해서 이번에 옷 사면서 같이 샀는데 운동화 신을때 신기 좋습니당
734157051**|색은 약간 밝은 느낌의 네이비입니다. 조금 흠이라면 마감이 살짝살짝 덜 된 부분이 있어서 실밥이 쪼끔 있어요. 어차피 기본 이너용으로 산거라서 그런 부분은 그냥 넘겨도 될 것 같아요! 간단하게 입기에는 좋습니다.
ssum**|그린 샀다가 너무 마음에 들어서 블랙 색상도 구매했어요!저렴한 가격에 아주 괜찮은 옷 잘 샀네요 ^-^다만.. 왠만큼 어깨 넓으신분 아니면 한쪽만 이쁘게 흘러내리진 않을거예요.저는 평균보다 더 어좁이라 강제 양쪽 오프숄더됨 ㅋㅋㅋ ㅠㅠ그리고 팔도 많이 짧은편이라 소매가 길어도 너무 길어서 수선 맡겼답니다...ㅎㅎㅎㅎ장점 : 핵존예 + 저려미단점 : 어깨끈이 너무 길다 + 팔 짧으면 여리여리가 아니라 아빠옷이니 수선해야한다.
734157051**|기본티로 입기 좋아요. 흰색이다보니 비치는건 어쩔 수 없는 부분인 것 같구요! 간단하게 라이더자켓 안에 받쳐입기도 좋고 셔츠랑 같이 입기에도 좋아요ㅎㅎ 근데 옷이 얇다보니까 잘 늘어날 것 같아요.
734157051**|솔직히 처음에는 배송이 너무 느려서 옷감받아서 박아입고싶은 마음까지 들었었는데 옷 받고나서 바로 그런 마음이 싹 사라졌습니다. 진짜 너무 예뻐요. 저는 봄이라 화사하게 입으려고 베이지를 샀는데 탁월한 선택이었던 것 같아요. 입기만해도 샤랄라 한 기분입니다. 꼭 사세요. 주변에서도 옷 예쁘다는 말 진짜 많이 들었어요! 꼭 사세요! 진짜로!
146894227**|제키 172인데도 넉넉하게 잘맞아융!!좀 구겨져서 다려입어야겟지만 너무이쁘게입을 것 같아융!!
734157051**|전체적으로 여리여리한 분위기가 나서 예쁜 옷이에요. 바지보다는 치마랑 더 잘어울리네요! 근데 약간 단점이 있다면 리본을 묶어도 휑해보이는 느낌이 없잖아 있는 것 같아요.. 그것만 빼면 정말 예쁜 옷입니당
734157051**|허벅지부터 발목라인까지 일자로 뚝 떨어져서 너무 예쁜 바지에요! 저는 흰색은 좀 부담스러울 것 같아서 검은색으로 샀는데 일반적인 셔츠랑 입기에도 좋고 간단하게 티셔츠에 받쳐입기에도 너무 좋아요ㅎㅎ 요바지 정말 강추입니당
734157051**|노란색이 밝고 환한 노란색이라서 청자켓에 입거나 면으로 된 자켓 안에 받쳐입기가 좋아요. 캐쥬얼한 스타일 좋아하시는분들한테는 필수템이에요! 근데 좀 얇아서 안이 비치니까 나시는 입는편이 좋을 것 같아요.
146894227**|제키가 172인데 넉넉핏이고 색도 넘이뻐융ㅜㅠ 이거는 다른컬러 더 사려구요!! 진짜 넘 이쁜 인생가디건입니다!
734157051**|이거 진짜 인생니트입니다. 저는 분홍색 샀는데 이상하게 촌스러운 분홍색도 아니고 맑고 예쁜 분홍이에요! 딱 딸기우유색이구요. 소매가 약간 길어서 더 예쁜것같아요. 진짜 색깔별로 소장하고싶은 니트ㅠㅠ 봄에입기 딱 좋아요.
734157051**|색상은 그냥 보이는거랑 많이 차이 없어요! 약간 어두운 버건디색정도구요. 단점은 목부분이 좀 늘어난것처럼 쳐져있다고 해야하나..? 데일리로 입기에는 괜찮아요! 저는 목이 썰렁한게 싫어서 잘 안입게되긴 하지만 간단하게 입기에는 좋은것같아요.
734157051**|진짜 아무데나 입어도 너무 예뻐요. 검은색, 흰색 롱스커트랑 매치해도 예쁘고 청바지나 슬랙스에 맞춰입어도 예뻐요! 솔직히 요즘 아우터로 입는건 요거뿐이에요ㅋㅋㅋㅋ 다른 색상도 몇벌 사야겠어요. 특히나 셔츠랑 입으면 두배로 예쁩니당ㅎㅎㅎ
sin51**|음.. 엄청 기대해서그런지 쫌 별루더라구요ㅜ 꽃 색도 뭔가 제가 생각한 색이아닌것같은ㅜㅜ 그래도 입으려구용
146894227**|지금 입어도 좋고 요새날씨에도 입기도좋아요!! 색도 너무이쁩니당....!! 넉넉핏이라 이뻐요!
sin51**|바지 넘 맘에들어요ㅜㅜ 30입는데 L시켰습니당!!허벅지 끼임도없고 길이도 딱이네용!!스판도 쫌 있어서 XL안시키길 잘한거같아요~~
sin51**|사이즈도 딱 맞고 바지 만족스럽네요! !길이가 짧을까 걱정했는데 짧지도 않고 딱 적당합니다!!
sin51**|앙말은 한 3번째 구매인거같아용~늘 배송비 가격 쫌 아쉬울때 양말 하나씩 낑겨사는편인데 만족합니당~!
146894227**|제키가 172정도인데 넉넉핏으로 입을수있고 이번여름에 가볍게 잘입을수있을거같아융!! 이쁩니당!!
acw03**|색이 야악간 다르게 나왔는데 실제로는 모델분 입고 계신 색이랑 비슷하구요- 핏이ㅠㅠㅠㅠㅠ 너무ㅠㅠㅠㅠㅠ 예뻐요ㅠㅠㅠㅠㅠㅠ 지이이인짜 예뻐요, 너무 편하고...!! 일자바지 처음 사보는데 요즘 이것만 입고 다니고 있어요...❤️
leb4**|다들 치마가 이쁘다고 해서 너무 마음에 들어요!! 진짜 다들 장바구니에서 짤리 구매로 눌러서 사세요!!  고고싱 짱!!
leb4**|멜빵 원피스 너무 이뻐요!! 진짜 ㅈ짱이에요 다들 많이 많이 사세요!!후회 안해요!! 항상 고고싱 사랑합니다
iamson**|봄이 되서 사이즈가 좀 크고 팔이 남는 니트가 갖고 싶었는데 색감도 이쁘고 사이즈도 마음에 들었어요
21340267**|여기저기 편하게 입을 여름 원피스를 찾고 있었는데 잘 산거같아요 길이도 적당하고 편하게 입을 수 있어서 좋아용 리본있어서 귀엽고 막 튀지도 않으면서 예뿌고 비침도 거의 없어 좋네여
jinyu20**|가디건이 생각보다 두툼해서 놀랐는데 요새 날씨가 쌀쌀했어서 잘 입고 다녔습니다 원피스에도 청바지에도 두루두루 입기 좋습니당!!
45216058**|팔이 너무 어벙하지 않을까 걱정했었는데 걱정과다르게 너무 너무 이쁘네요 소재도 시원해서 여름에 시원할듯 해요
45216058**|색상이 화이트라서 그런지 얼굴이 화사해 보이고 좋습니다. 아무 바지나 스커트나 받쳐입어도 너무 이쁘네요
45216058**|받자마자 입어봤는데 너무 이쁘고 길이도 적당하게 좋네요 그냥 여름에 편하게 입고다니기 좋을것같아요
jinyu20**|치마는 참이쁩니다 신축성도 좋습니다 하지만 제가 아이보리를 구입했는데 너무 얇아서 다 비치네요.... 이걸 어떻게 해야할지...ㅠ
ywj4**|회색 니트랑 같이 주문했어요! ㅎㅎ 저는 개인적으로 카키색이 더 맘에 들었어요~배송도 빠르고 옷도 너무 맘에 들어요! 강추합니다ㅎㅎ
goduddl18**|정말 쫀쫀해요ㅜㅜ까만 스키니가 필요해서 급히 주문한건데 밴딩이라 옷 집어넣을때 덜 이뻐보이려나 걱정했는데 셔츠 집어넣어보니 밴딩 티도 잘 안나고 괜찮더라구요~ 오히려 배가 편하고 라인도 잘 빠진거같고 마음에 드는 밴딩스키니 발견해서 좋아요ㅎㅎ옷 살짝 올리고 찍어보고 옷 내리고 찍어봤는데 밑단 살짝 접고 입으니까 다리도 길어보이는거 같고ㅋㅋ마음에 듭니당
goduddl18**|진심 마음에 들어요 처음 뜯었을때 색이 생각보다 진한 베이지처럼 보여서 너무 어두울까했는데 입어보니 차분한 느낌의 셔츠원피스가 되어서 마음에 들었어요ㅎㅎ 리본을 목에도 허리에도 묶어봤는데 전 허리에 묶는게 더 이뻐보였어용 지퍼가 없어도 잘 들어가서 좋구요 허리에 묶어주니까 허리 밑이 벨처럼 살짝 퍼지는 느낌이라 마음에 듭니다!
te030**|원단은 기대한만큼 부드럽고 핏도 정말 맘에듭니다.근데 반품한 상품인지 새옷처럼 느껴지진 않고 보풀이 조금씩 일어나있어서  좀 그렇네요. 교환하기도 귀찮고 그냥입으려고요
dmsdk10**|검은색이랑 흰색샀는데, 검은색은 안그랬는데 색깔 특성상도 그렇고 원래 재질 자체도 그렇게 흰색은 비치는 편이에요. 그래도 입기는 무난할 것 같습니다.
dmsdk10**|상의 55입는데 적당하고 편하게 잘 맞구요. 일단 면이 튼튼한 느낌이라서 좋은 것 같습니다. 기본티로 강추ㅎㅎ
eunhye12**|허리에 고무줄 있는 거 때문에 착용시에도 매우 편하고 따로 리본 같은 거 묶지 않아도 돼서 너무 너무 편해요! 허리 라인에 꼭 맞게 들어가는 게 너무 너무 예뻐요 매우 만족중!!
eunhye12**|원래 다리 짧고 두껍다 생각해서 청바지 잘 안 입고 일자핏 슬랙스 입고 다녔는데 이거 사고 나서는 입고 빨고 입고 빨고 진짜 너무 잘 입고 다니고 있어요  살 빼면 입을라고 S 주문했는데 딱 맞기는 한데 살 조금만 더 빼고 잊으면 딱 이쁠 거 같애요 물론 지금도 예쁘구요 ❤️
kyh537**|생각보다 사이즈가 커서 헐렁헐렁하네요 그래서 핏도 생각보다 안나오지만 나름괜찮은것 같아요 근데 배송이 느려도 너무 느려요ㅠㅠ2주 기다려서 받았어요ㅠ
jua23**|흰색 블라우스를 갖고싶어서 구매했는데 약간 큰거같아요 그래도 잘코디하면 이쁠꺼같아요 이쁘게입을께요
