wkaocjs**|빨리 올줄알았눈데 좀 늦었네요. 그래도 바로 입고 외출~ㅎㅎ 좋아요 부들부들 하니 부드럽습니다
kimjsu**|생각보다 품이 작은 것 같아요 그래서 더 예쁜 것 같기도하고...?근데 제가 생각했던 것 보단 기장이 그렇게 길진 않아요그리고 고무줄이 가슴미테 조여서 약간 부각되기도 하고..밥먹고 배나오면 신경쓰일 것같아요 ㅋㅋㅋㅋ지인들이 예쁘다고 해줬어요
kimjsu**|예쁘긴 한데 리본이 예쁘게 안묶어요ㅠㅠㅠ 흐느적거린다 해야되나그리고 기장이 짧아서 치마나 바지에 넣어서 밖에 못입을 것 같아요ㅠㅠ그 외엔 다 좋아요
dbsdud40**|이 치마 완전 짱이예요!!!제가 골반이 있어서 웬만한 치마는 거의 골반에서부터 안맞는데...이 치마는 완전 신축성도 좋고 그렇다고 밉게 신축성이 있는게 아니라이쁘게 있어서 입으면 콜라병 몸매 되여 ㅋㅋㅋㅋㅋㅋ주머니도 깔끔하고 귀엽게 있어서 너무 맘에들어요검정색치마 오래입어서 버려가지규 하나 샀어야 했는데너무 좋은 치마 만나서 기뻐요 많이파세여
74207015**|재질은 엄청 얇구여 단추부분 마감이 제대로안되잇어서 단추 풀때 실에 자꾸 걸려서 그게 젤 불편해요 엄청예쁠줄알앗는데 재질도 그냥그런거같고 딱 저가격같이 보여요 리본이 조금만더 컸으면 좋았을거같아요
kimjsu**|옷이 생각보다 너무 예뻐요손에 프릴이랑 치마 밑만에 프릴 달려 있는게 너무 예쁜 것 같아요그리고 제가 생각했던 것보다 길어요 제키 (162) 기준으로 무릎 덮어요목쪽에 리본 달린게 포인트인 것 같아요
dbsdud40**|진짜 옷 너무 이뻐요베이지 색상 구매했는데 입으니까 완전 여리여리하기 짝이없어요근데 저 어깨에 팔랑 거리는거가.. 외투입으면 자꾸 접혀서그것만 불편해요...구래도 골덴소재여서 구겨짐은 없어 좋은 것 같아요입으면 귀여워서 그런걱정 다 날아갑니당 ㅋㅋㅋ 많이파세여
kimjsu**|살짝 통통한 편인데.. 프리라서 맞겠지 하고 샀는데 너무 딱 맞아요 ㅠㅠ제 키가 그렇게 작지도, 크지도 않은 보통 키인데 치마가 좀 짧아요ㅠㅠ 질이나 옷 모양은 예뻐요
kimjsu**|박시하고 길이도 조금 긴편이예요( 엉덩이 덮는정도)제가 생각했던 길이라 너무 예뻐요깔끔해서 어디에나 잘어울릴것 같아요 편하게 입기 좋은듯 ㅎㅎ
csj24**|일단 디자인이 정말진짜 이가격이 너무 마음에 들어요!!이쁩니다 이뻐요 ㅎㅎㅎ 끈도 넉넉하게 길이조절 가능하고요 제가 손이 작은편이 아님에도 저렇게 크기도 적당해요! 겉으로 보기보다 안이 작은 느낌은 있지만 그래도 꽤 이것저것 많이 들어갑니당 ㅎㅎ 배송 받았을때 냄새가 많이 나긴하는데 밖에 걸어두니까 다 빠졌어요 ㅎㅎ
455822601**|싼 가격에 너무 잘 산것 같습니다~~ 좋아요
455822601**|너무 맘에 들어오~~~
455822601**|너무너무 이뻐요!!!
455822601**|이뻐요~ 근데 생각보다 조금 많이 크네요 ㅠㅠㅠ 길이도 조금 길어요!
csj24**|옷이 너무 이뻐보여서 되게 기대하다가 받았는데 첫느낌은 역시 이쁘다!!였어요 주머니도 깊고 기장도 이쁘고 매우 따뜻해요 ㅎㅎ단점이라고 하면 저한테는 품이 조금 커서 뒷모습 어깨있는부분이 이쁘게 떨어지진 않더라구요..저보다 약간 체격이있으신분들은 정밀 이쁘게 잘 맞을꺼같아요! 참고로 가방도 고고싱 제품입니당 ㅎㅎ
dbekw1**|길이가 조금 짧게 느껴지긴 하지만 세일할 때 저렴하게 사서 맘에 들어요!!안에 흰색셔츠원피스랑 같이 입으면 예쁠 것 같아요!
1001595463332264**|이뻐여ㅠㅠㅠㅠㅠㅠ 근데 생각보다 치마길이가 길어요! 제 키가 165인데 종아리 중간까지 오더라구여 그리구 생각보다 얇은데 길어서 추운건 모르겠어옄ㅋㅋㅋㅋㅋ 그리고 솔직히 가격이 너무 혜자여서 벨트는 바라지도 안ㄹ았는데 그 연결고리? 버클? 부분 빼고는 (버클이 좀..₩) 괜찮은거같아욬ㅋㅋ  이뻐요!! 롱스커트 좋아하는 사람은 꼭 사세요 유후
dbekw1**|살까말까 고민하다가 세일하길래 얼른 샀어요!!색깔도 맘에 들고 핏도 마음에 드네요. 조금 까끌거리긴 한데 안에 껴입으면 괜찮을 거 같아용
dbekw1**|여리여리한 분홍색 느낌이 나서 맘에 들었어요!재질도 너무 좋고, 어디에나 잘어울릴 것 같아요.
dbekw1**|옷 느낌이 부드럽고 까끌거리지 않아서 좋아요! 길이도 길지 않아서 좋고, 딱 제가 원하던 소라색이여서 좋아요.
45037666**|싸보이지 않고, 편하고, 그러나 예쁜, 그런 옷을 잘 찾았고, 잘 샀으며, 잘 입게 될 예정입네당•_•!!
seb03**|상세샷보다 조금 더 어두운것같아요. 그래도 목부분도 안답답하게 잘 잡아주고 예뻐요. 히트텍같은거 입으면 겨울에도 입기 좋을것같아요.
seb03**|박시하고 목부분도 적당히 잡아주면서 하나도 안갑갑해요. 색도 무난무난하니 예뻐서 봄,가을에 잘 입고 다닐것같아요.
gydbd**|옷이 너무 예뻐요...♥ 살이 좀 있어서 핏은 잘 안살지만여성여성하고 니트라 따뜻하고 옆에 트임이 섹시해 보이는것 같기도하고..♥ 짱 예뻐요!!
80123407**|귀엽고 핏도 괜찮습니다~ 근데 주머니 옆쪽이 찢어져있더라구요..ㅠ.ㅠ 몰라서 교환은 못했지만.. 그리고 생각보다 얇다고 느낄수도있습니다. 그래도 가격, 배송 생각하면 가성비 최고! 날 풀려서 게속 입고다녔네요
bji2901**|빠른배송 너무 좋아요^^근데 옷이 맘에 안들어요...배송왔을때 반품한거 준것처럼 포장이 뜯어져있어서 기분이 별로였는데 옷도 실망이 크네요.기대를 많이 해서 그런지 속상해요ㅠㅠㅜ사진은 핏도 이쁘고 구김도 별로 없고 맘에 들어서 주문했는데 옷이 너무 꾸깃꾸깃하고 누가 입은것처럼 막 여기저기 늘어나 있어요.브라운색 샀는데 색은 이뻐요.반품할까 그냥 입을까 고민이네요.같이 주문한 옷들도 다 별로여서..
cjwss**|너무 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅇ이뻐요 진짜 고고싱 사랑해요 ㅠㅠㅠㅠㅠㅠㅠ고고싱 vvip꼭 될게요 돈만 된다면 ㅠㅠㅠㅠㅠㅠㅠ이게 무슨 하.....아 너무이뻐요 그냥 완.벽 하달까? 치마 ㅋㅋㅋㅋ저희집에있는치마 다 고고싱치마입니다 그 외에 치마는 1도 없고요고고싱 치마만4개에요 근데 이번치마가 제일 좋아요 으앙 ㅠ너무 이뻐요 그냥 치마바지라서 엄청 편하게 밴딩 오져따리;치마 한번도 안입어봤는데 이번 치마바지라 입고 나가도 괜찮을거같아요 아; 그냥 사랑해요 고고싱ㄹㅇ vvip될게요 좀만 기다리세요이왕이면 세일도 왕창해주세ㅛ요 히히
22873584**|색이 진하고 예쁩니다. 아직 세탁은 안해봤지만 보풀이 많이 일어나지 않을 것 같아요 무척맘에 듭니다. 저렴한가격에 잘산것 같아요
bji2901**|금요일에 입금해서 월요일에 택배받았습니다.빠른배송은 좋은데 옷이 맘에 안드네요..사진으로 볼 때는 별로 커보이지 않고 이뻤는데 제가 입으니까 정말 너무 크네요ㅠㅠ박시한 정도가 아니라 오빠 옷 입은것 처럼 커요.그리고 털도 너무 많이 빠지고 옷에 많이 달라붙네요.입었을 때 보들보들하고 너무 따뜻한건 좋아요. 원래 상의는 웬만한건 다 저한테 맞아서 다 이쁘게 입는데 이 옷은 너무 커서 못입겠어요ㅠㅠㅠ교복위에 입을려고 산거라 교복위에 입으면 그나마 괜찮지 않을까 했는데 더 부해보이고 그대로 크네요...완전 박시하고 크게 입으실 분들은 추천해 드려요!
cjwss**|아..진짜 너무좋아요 여러분163에 53인 보통체격입니다. 그 보통체격이 이 옷을 입으면 여리여리한 여자가 되어버립니다 ㅠㅠㅠㅠㅠㅠ 진짜 만원이 ㅏ하나도 안아깝고요 이건 정말 사야돼요 진짜로.이게 구김잘가는 일반 싸구려 옷이아니라 약간 도톰하면서 색감이쁘고 아 걍 진짱 이뻐요사세요 그 밑에 입은 치마는 볼트트임sk였나 그런데 아 따 진짜 너무이뻐뵤 스커트도 둘이 같이사세요 그냥 사랑해요 고고싱
rlagksl**|이뻐요ㅜㅜㅠㅜ 배송도 금요일 무료배송 타임에 결제했는데 오늘 왔어요!! 너무너무 맘에 듭니다
bji2901**|금요일에 주문한 옷이 월요일에 금방 왔네요:) 빠른배송은 너무 좋은데 옷이 별로예요..ㅠㅜㅠ기대를 해서 그런지 실망도 크네요ㅠㅠ옷이 보기에도 살짝 커서 입으면 괜찮겠지 했는데 너무 크네요. 원래 상의는 왠만한건 저한테 맞아서 다 입을 수 있는데 이 옷은 정말 너무 크네요. 박시한게 아니라 아빠 옷 입은것 같아요ㅜㅠㅠ색감이랑 옷 재질은 좋아요 냄새도 덜합니다...
gmldiqk**|너무 귀여운옷이에요! 겨울용 가디건이라 그러니 약간 두툼하고 무거워요 색이 솜사탕같아서 마음에 드는옷입니다 똑딱이 쎄게하면 안될것같은 불안함도 있지만 그래도 귀엽게 입고다니기 좋은옷같아요 고고싱감사해요~
gmldiqk**|진주덕분에 정말 고급스러운 와이셔츠입니다 근데 좀 실망스러웠던점은 처음에 새옷냄새 약간 시큼한냄새가 너무 안빠지는것이였습니다ㅠㅠ 알바때문에 급하게 산옷인데 너무 안빠져서 좀 당황스러웠고 두번째는 단추가 너무 아슬아슬하게 달려있습니다 실밥도 많이 나와있고 좀 당황했고요 세번째는 천 재질이 약간 실망스러웠습니다 물론 이런가격이 이만큼 이쁜 셔츠 구매하기 힘든건알지만 움직일때마다 부시럭소리가나는,, ㅋㅋㅋㅋ 그래도 만족합니당 감사해요~
gmldiqk**|와진짜 이뻐요! 정말 기대안하고 할인하고있길래 봄에 꽃놀이갈때 입으면 좋겠다~ 싶어서 구매했는데 실물이 너무 이뻐서 놀랐어요 기장이 제 키에 조금 길긴한데 리본으로 올려입으면 좋을것같아요~ 두께가 약간 도톰해서 날씨가 좀 풀리면 코트에 원피스만 입어도될것 같아요 고고싱최고♡
22873584**|괜찮네요
rbfl54**|속옷을 인터넷으로 구매하는건 처음이라 반신반의하면서 사람들 후기보고 혹시나 하는 기대감으로 구매했는데 정말 웬걸?? 가슴..모아줍니다! 이쁘게 보아지는거같아요 ㅎㅎ 그리고 뒤에 후크도 3개라 풀어질 걱정도 안되구요 옆구리 살도 확 잡아줘서 너무 편해요! 아 그리고 뽕이 두껍다고해서 얼마나 두껍겟어 햇는데 정말 두꺼워요ㅋㅋ 뽕 덕에 모아지는게 아닐까 싶어요 ㅋㅋㅋ 브라자체도 심플하면서도 이쁘구요! 잘산거같습니다 ㅎㅎ 근데 조금 불편한게 있다면 앞뒤로 꽉 쪼여오는게 없지않아 있어서 조금 답답한거 빼곤 편하고 이뻐요고고싱 앞으로 좋은 옷들고 속옷 팔아주세요 ~~!
gmldiqk**|색이 이뻐요!!! 브릭핑크 다른디자인 고고싱 니트 계속 갖고싶었는데 딱 할인떳을때 바로 구매했습니다 두께도 마음에들고 길이도 딱 좋아요 데일리로 입기 너무 좋을것같아요~~ 이제 봄이지만 3월초까진 가능할듯합니당
139682166**|발사이즈딱맞고링이포인트로너무이뻣어요! 전시회가면발아플까했는데발도편하고좋앗어용!이번에처음구매해봤는데좋은것같아요앞으로자주이용하겠습니다!
ksh62**|베이지색상 구매했어요!! 부들부들해서 너무 좋았고색상도 이뻐요ㅠㅠ배송도 빨랐고 가격도 저렴해서 좋았어요!이쁩니다
rbfl54**|"와 바지 진짜 너무 이쁩니다 ㅠㅠ♡ 제가 바지는 절대 인터넷에서 안사거든요.. 제가 허벅지가 튼튼하고 허리는 또 얇아서 바지를 직접입어봐야되는데 ""셀럽 컷팅 일자워싱 기모바지""는 제 몸에 그냥 쏙 들어와서 완전 이뻐요ㅎㅎ 이번에 바지구매는 인터넷으로는 고고싱인 처음인데 허리도 크고 또 벨트하거나 수선맡겨야겟지?했는데 허리도 그냥 딱! 맞아요!! 기모도 들어가서 너무 따듯하고, 매일 스키니진으로 된 청바지만 입다가 밑에 컷팅되어잇는 바지입으니까 너무 세련되고 이뻐요ㅠㅠ 그냥 19,500원 주고 사기 딱 좋습니다 적절해요! 이 바지 살까말까 고민하시는분들은 그냥 주저말고 본인 사이즈 확인해서 바로 사는 걸 추천드립니다☆ 이제 2월달은 이 바지만 입을거같네용 ㅋㅋ 이쁘고 품질 좋은 옷 만들어주셔서 감사합니다  몇개 장바구니에 넣엇는데 더 구매해야겟어요 ㅎㅎ 수고하세요"
22873584**|스타킹 깔끔합니다. 배송도 금요일쯤 주문해서 월요일에 받았습니다. 시중에 파는 스타킹들보다 쫀쫀하네요 . 재구매의향 있습니다.
30428558**|흰색 주문하려고 했는데 실수로 블랙을 선택해서 블랙을 입게 되었어요~ ㅋ 근데 이게 신의 한수였네요^^
goeun36**|맨칼 언니꺼 입다가 처음으로 내돈주고 산 코트! 맨날 옷살때마다 느끼지만 역시 고고싱은 후회하개 만들질 않아요! 진짜 울40%라서 그런지 따뜻하구요. 핏도 저가 원하는 핏입니다. 제 키가 작은편인데 딱 키큰사람들이 엄청 긴 코트 입은 것처럼 너무 좋은 기장입니다. 옷 살때마다 거짓말안허고 고고싱에서만 구매하는데 진짜 실망한적이 한번도 없어요. 담에도 이쁜 옷 업뎃해주세요. 모든 분들 이 코트 꼭 사세요.진짜 후회 안해요!
30428558**|사이즈가 보기보다 큽니다. 그래서 이뻐요~ 밖에 입고 나가니깐 다들 이쁘다고 색도 잘 골랐다고합니다. 전 네이비했어요
30428558**|소매가 커서 이게 모지?? 했는데 그게 포인트고 매력이더라구요~ 저렴하게 구입 잘했다고 생각합니다.
cy53**|할인하길래 바로 샀어요 영하로 내려간날씨에는 못입을것같구 그냥 적당히추울때는 입을만해요ㅎㅎ 안에를 많이껴입고 야상입으면 따뜻해요! 붙어있는 퍼도 너무 크긴한데 검정색털이라 고급져보여요!
thqlrtm2**|편하고 가격대비 이쁜치마 찾으신다면 이거 추천해드려요. 먼저 속바지 안에 내장되어 잇어서 따로 속바지를 안입어도 됨에 좋구여 검은색이다보니 어디에도 잘어울립니당. s를 삿는데도 조금 넉넉해서 그부분이 맘에 안둘엇는데 넉넉하기때문이 앉고 일어나기 편하구 두꺼운 옷 넣어입기 딱 좋아요. 고민하시는 분들 뭘 고민하세요. (사진은 방이 너무 더러운 관계로 많이 가렷어여 ㅋㅋㅋㅋㅋㅋ)
leh80**|가격 대비 생각하면 괜찮지만 모르는 사람이 보면 좀 많이 퀄리티가 낮아보여요..색도 베이지 보다는 코코아 느낌이구요8ㅅ8
dbwl14**|이거 예뻐요 !! 검정색 사려고했는데 갈색? 황토색있어야지고 황토색 샀는데  이것도 예쁘더라고요 !! 근데 어깨라인이 없어야지고 좀 박시한 느낌이 들어오
rlaaldus98**|받아보자마자 너무 괜찮았던건 싼티가 나지 않고 미싱이 잘 되어 있어서 깔끔하게 잘 들고다닐 수 있었어요!! 색상도 고급지고 정말 중요한건 어떤 룩이든 무난하게 베이직템으로 하나씩 있으면 정말 좋습니다!! 수납공간도 넓고 적당해서 숄더백으로 들어도 전혀 튀어보이거나 동떨어져 보이지 않고 잘 어울려서 한번씩 구매해보시는 걸 추천합니다!!
dldbfla06**|맘에 들어요!
dbcwla**|모델분께서 입으신것처럼 원피스 겉에 입으면 무지 이쁠거같아서 구매했어요 ㅎㅎㅎㅎ일단은 급히 입어보구 후기남기느냐고 청바지에 입었는데청바지에 딱 요거 하나만걸쳐도 괜찮을것같네용!배송도 무척빨랐습니다
dbcwla**|신발 너무이뻐요!!!사이즈는 보통 45,50신는데 45신으니까 편하게딱맞아용치마나 바지나 여기저기 잘어울리는 신발이라 데일리로 편하게도, 특별한날 신경써 신기도 좋을거같아용 배송도빨랐어요!
